max_strategy, risky_strategy, uniform_strategy, safe_strategy, min_strategy
1617, 989, 1032, 785, 1000
4030, 660, 1714, 446, 1000
1581, 382, 2155, 802, 1000
36, 1288, 850, 948, 1000
762, 536, 1352, 542, 1000
36, 2973, 2056, 796, 1000
132, 847, 902, 1177, 1000
1536, 301, 1202, 1063, 1000
1071, 1924, 666, 1312, 1000
296, 1105, 1491, 552, 1000
169, 1218, 1871, 1557, 1000
457, 2282, 2142, 1414, 1000
258, 487, 1180, 1118, 1000
2434, 367, 1007, 521, 1000
3999, 86, 2520, 761, 1000
725, 1160, 514, 300, 1000
237, 1346, 1001, 646, 1000
62, 1358, 725, 1107, 1000
204, 886, 1153, 944, 1000
2790, 1123, 1029, 973, 1000
1931, 602, 353, 893, 1000
476, 410, 528, 1484, 1000
3188, 824, 1536, 901, 1000
701, 709, 637, 269, 1000
1281, 1868, 1147, 1009, 1000
206, 2627, 291, 740, 1000
22, 2047, 105, 1399, 1000
1191, 3613, 1167, 497, 1000
2105, 759, 704, 1267, 1000
3077, 1714, 1970, 678, 1000
404, 792, 97, 961, 1000
120, 1028, 994, 1322, 1000
1677, 361, 1511, 651, 1000
4509, 196, 2735, 355, 1000
2414, 415, 1328, 1119, 1000
5265, 418, 1247, 1434, 1000
4038, 1390, 1100, 1558, 1000
835, 1479, 1342, 472, 1000
87, 636, 999, 264, 1000
284, 994, 1506, 558, 1000
88, 2215, 469, 1369, 1000
397, 389, 2219, 706, 1000
664, 1185, 849, 1549, 1000
379, 948, 419, 1342, 1000
2209, 1235, 752, 1199, 1000
355, 451, 697, 304, 1000
159, 724, 1147, 893, 1000
168, 2200, 1478, 1160, 1000
66, 1163, 1285, 768, 1000
588, 1616, 1166, 888, 1000
2361, 573, 1301, 1044, 1000
231, 99, 376, 416, 1000
1844, 1176, 366, 547, 1000
2335, 772, 634, 1412, 1000
574, 739, 229, 1312, 1000
783, 403, 1175, 246, 1000
1751, 306, 1688, 386, 1000
1004, 402, 1060, 1186, 1000
2811, 1242, 1044, 2185, 1000
1438, 1047, 154, 1233, 1000
634, 818, 2895, 620, 1000
440, 2236, 535, 1432, 1000
251, 448, 662, 1582, 1000
1143, 260, 1203, 795, 1000
2251, 935, 1408, 604, 1000
281, 726, 750, 610, 1000
1049, 1017, 291, 594, 1000
439, 309, 289, 420, 1000
2839, 404, 209, 800, 1000
522, 343, 1060, 1235, 1000
1141, 930, 2537, 637, 1000
163, 1376, 366, 739, 1000
354, 757, 1301, 681, 1000
613, 128, 852, 1551, 1000
2063, 735, 719, 1310, 1000
1450, 2151, 719, 792, 1000
1683, 806, 719, 629, 1000
29, 188, 2388, 1490, 1000
696, 280, 166, 672, 1000
103, 797, 773, 1531, 1000
905, 1228, 785, 952, 1000
442, 148, 1144, 567, 1000
5007, 1231, 2575, 662, 1000
854, 674, 630, 1004, 1000
1036, 421, 809, 1313, 1000
2431, 1777, 631, 1497, 1000
1433, 661, 196, 481, 1000
1455, 452, 1618, 755, 1000
199, 2854, 975, 659, 1000
792, 1511, 420, 641, 1000
605, 1404, 2565, 589, 1000
2094, 1330, 1020, 1865, 1000
866, 1756, 1168, 1142, 1000
2842, 728, 1462, 816, 1000
521, 2356, 1041, 557, 1000
1417, 785, 1045, 1069, 1000
261, 935, 674, 895, 1000
178, 1237, 1079, 593, 1000
1488, 1398, 336, 780, 1000
2912, 314, 1312, 863, 1000
651, 840, 1118, 1135, 1000
401, 446, 1314, 956, 1000
1434, 675, 865, 914, 1000
1656, 734, 464, 523, 1000
868, 918, 1572, 1142, 1000
619, 297, 604, 530, 1000
531, 2264, 883, 1063, 1000
527, 397, 154, 521, 1000
106, 159, 393, 1652, 1000
359, 187, 812, 553, 1000
1330, 756, 810, 970, 1000
387, 606, 911, 742, 1000
723, 914, 968, 208, 1000
1469, 373, 270, 1136, 1000
231, 1001, 1456, 693, 1000
118, 908, 536, 555, 1000
1365, 472, 617, 253, 1000
314, 582, 349, 460, 1000
26, 533, 572, 1353, 1000
1379, 602, 796, 520, 1000
322, 613, 644, 1196, 1000
255, 379, 623, 608, 1000
924, 419, 676, 2244, 1000
2125, 1626, 905, 787, 1000
549, 181, 345, 1550, 1000
401, 435, 1431, 514, 1000
1023, 532, 1092, 1904, 1000
622, 1353, 630, 1444, 1000
443, 1297, 925, 524, 1000
586, 1573, 1757, 411, 1000
436, 1302, 1647, 1514, 1000
559, 522, 647, 1068, 1000
16, 472, 1493, 1338, 1000
708, 377, 931, 1456, 1000
21, 1211, 1071, 1126, 1000
833, 910, 1246, 1030, 1000
542, 182, 1364, 1096, 1000
2689, 319, 1270, 929, 1000
1357, 1748, 655, 748, 1000
565, 2397, 1485, 729, 1000
823, 847, 423, 607, 1000
380, 786, 1142, 505, 1000
864, 1854, 779, 781, 1000
78, 480, 814, 1111, 1000
432, 574, 85, 1046, 1000
305, 1042, 316, 1219, 1000
23, 59, 439, 895, 1000
86, 1169, 213, 924, 1000
2190, 204, 217, 1018, 1000
2778, 662, 417, 1778, 1000
471, 724, 502, 1065, 1000
1090, 362, 375, 790, 1000
194, 1042, 315, 296, 1000
1623, 439, 938, 640, 1000
41, 594, 357, 389, 1000
652, 518, 949, 1705, 1000
465, 1785, 2188, 791, 1000
768, 1757, 495, 1371, 1000
1756, 1522, 176, 1291, 1000
713, 593, 885, 539, 1000
1831, 1216, 1012, 1704, 1000
3446, 583, 519, 1644, 1000
462, 1662, 910, 1041, 1000
837, 2029, 1937, 2799, 1000
3245, 1522, 980, 1478, 1000
2015, 676, 849, 464, 1000
1528, 1022, 25, 858, 1000
770, 2472, 924, 1385, 1000
278, 1341, 848, 1740, 1000
1440, 1306, 445, 1355, 1000
174, 792, 487, 713, 1000
234, 1574, 925, 1061, 1000
65, 1618, 646, 1577, 1000
429, 1360, 1207, 1352, 1000
145, 1325, 1402, 840, 1000
301, 2025, 1154, 992, 1000
4, 230, 1311, 932, 1000
584, 560, 1241, 685, 1000
900, 401, 496, 229, 1000
798, 1136, 453, 1747, 1000
2134, 1026, 1079, 591, 1000
304, 973, 1231, 1834, 1000
1627, 1342, 469, 1632, 1000
3126, 1100, 286, 1107, 1000
1353, 2788, 565, 518, 1000
755, 34, 382, 1368, 1000
1443, 1186, 1145, 496, 1000
2996, 875, 1170, 485, 1000
327, 558, 1551, 1074, 1000
3222, 698, 2265, 1068, 1000
442, 710, 2129, 1105, 1000
1840, 3008, 661, 708, 1000
26, 2142, 87, 293, 1000
1985, 186, 339, 682, 1000
865, 1015, 965, 1866, 1000
3259, 1264, 1853, 226, 1000
1004, 1084, 544, 848, 1000
256, 316, 610, 1427, 1000
69, 445, 998, 1661, 1000
35, 691, 1231, 626, 1000
839, 1475, 459, 756, 1000
664, 241, 56, 846, 1000
71, 1326, 635, 836, 1000
42, 895, 418, 291, 1000
26, 359, 398, 440, 1000
141, 1413, 715, 578, 1000
1929, 392, 693, 1757, 1000
1684, 278, 1694, 1571, 1000
514, 889, 1190, 1171, 1000
1848, 1988, 401, 812, 1000
160, 869, 1549, 462, 1000
397, 1661, 100, 504, 1000
1301, 34, 285, 630, 1000
472, 894, 910, 864, 1000
179, 695, 1278, 1409, 1000
759, 628, 1193, 314, 1000
3390, 318, 823, 900, 1000
158, 688, 1024, 1215, 1000
1097, 3732, 1110, 838, 1000
696, 1465, 1237, 846, 1000
48, 492, 2021, 661, 1000
207, 2599, 1019, 433, 1000
381, 968, 983, 1572, 1000
2, 336, 550, 1129, 1000
485, 170, 519, 1162, 1000
8, 1432, 401, 1303, 1000
253, 1089, 219, 408, 1000
13, 1112, 2007, 430, 1000
806, 1249, 1088, 787, 1000
544, 1085, 1212, 1524, 1000
1260, 1893, 400, 1925, 1000
609, 940, 515, 1185, 1000
716, 1272, 922, 371, 1000
3351, 803, 121, 675, 1000
1588, 620, 497, 977, 1000
746, 1242, 734, 819, 1000
764, 1149, 624, 620, 1000
285, 2423, 459, 857, 1000
701, 866, 1015, 449, 1000
848, 587, 598, 1582, 1000
308, 1186, 954, 899, 1000
2917, 509, 1702, 1696, 1000
580, 1494, 252, 1247, 1000
585, 1082, 1842, 1667, 1000
1090, 862, 1734, 2040, 1000
63, 446, 1457, 2113, 1000
271, 685, 439, 721, 1000
1095, 444, 976, 778, 1000
263, 502, 968, 1124, 1000
1343, 343, 1157, 1572, 1000
448, 1045, 1516, 292, 1000
252, 1113, 533, 435, 1000
1184, 196, 957, 707, 1000
106, 262, 529, 1574, 1000
902, 750, 758, 1328, 1000
1396, 760, 387, 2349, 1000
1591, 515, 1625, 442, 1000
1548, 1030, 671, 512, 1000
2491, 258, 172, 469, 1000
2516, 1231, 1341, 242, 1000
416, 1419, 979, 803, 1000
2736, 1611, 1530, 934, 1000
1146, 471, 1371, 1555, 1000
375, 927, 483, 796, 1000
440, 784, 276, 1238, 1000
25, 688, 1284, 1457, 1000
386, 2249, 1335, 646, 1000
376, 876, 717, 1342, 1000
208, 1794, 2057, 387, 1000
153, 741, 1533, 1183, 1000
2176, 831, 570, 701, 1000
1321, 1028, 892, 477, 1000
35, 807, 1308, 1020, 1000
1581, 463, 1086, 609, 1000
492, 972, 1027, 254, 1000
260, 36, 1110, 753, 1000
1877, 717, 1535, 1485, 1000
383, 581, 1324, 418, 1000
2664, 415, 257, 761, 1000
1987, 125, 444, 1252, 1000
1801, 1340, 1039, 514, 1000
1525, 92, 1200, 1284, 1000
147, 2035, 1578, 940, 1000
331, 577, 1109, 692, 1000
482, 129, 316, 511, 1000
2234, 1851, 2568, 2199, 1000
186, 921, 666, 660, 1000
3878, 965, 1461, 1161, 1000
302, 2359, 666, 1898, 1000
2105, 439, 519, 964, 1000
1229, 1873, 554, 2036, 1000
34, 621, 918, 1137, 1000
3132, 916, 547, 1198, 1000
2566, 260, 64, 1157, 1000
1320, 787, 1477, 608, 1000
1927, 986, 430, 868, 1000
1591, 413, 2068, 1564, 1000
350, 330, 1462, 1161, 1000
100, 354, 816, 569, 1000
4170, 335, 1660, 802, 1000
1190, 233, 1836, 799, 1000
500, 2395, 536, 1052, 1000
1026, 596, 410, 1485, 1000
530, 448, 188, 1561, 1000
622, 1262, 1053, 770, 1000
350, 513, 1045, 577, 1000
661, 331, 1332, 1544, 1000
861, 427, 85, 1028, 1000
130, 1068, 901, 901, 1000
292, 601, 626, 1096, 1000
123, 675, 242, 236, 1000
1478, 1659, 922, 422, 1000
976, 957, 1025, 1144, 1000
1118, 476, 1507, 946, 1000
1128, 408, 1202, 1326, 1000
914, 725, 341, 1117, 1000
2393, 2916, 1026, 371, 1000
1082, 798, 452, 1057, 1000
1065, 667, 1262, 858, 1000
1015, 332, 1210, 1796, 1000
1049, 1770, 1287, 2311, 1000
1232, 360, 700, 981, 1000
710, 1631, 4005, 321, 1000
464, 1302, 1182, 872, 1000
49, 1165, 642, 645, 1000
949, 627, 719, 1103, 1000
334, 317, 885, 840, 1000
868, 1930, 2092, 535, 1000
128, 736, 1253, 580, 1000
702, 336, 1108, 626, 1000
258, 115, 495, 1256, 1000
2369, 363, 179, 1145, 1000
424, 1064, 930, 594, 1000
1365, 1897, 270, 845, 1000
323, 307, 1025, 882, 1000
956, 634, 1529, 1521, 1000
1306, 1098, 1860, 1547, 1000
976, 353, 694, 857, 1000
557, 589, 780, 1316, 1000
2477, 1038, 1580, 770, 1000
484, 936, 300, 1151, 1000
452, 1273, 856, 967, 1000
55, 109, 1369, 905, 1000
307, 177, 485, 637, 1000
2507, 1492, 457, 738, 1000
4, 280, 668, 1214, 1000
198, 356, 2396, 279, 1000
1689, 741, 1743, 853, 1000
1871, 234, 2600, 507, 1000
5317, 705, 1282, 1257, 1000
780, 1572, 712, 1241, 1000
1621, 353, 831, 721, 1000
156, 344, 1034, 2290, 1000
329, 362, 880, 1927, 1000
775, 725, 1117, 1647, 1000
519, 678, 517, 800, 1000
3022, 1381, 717, 1202, 1000
1050, 952, 1539, 653, 1000
782, 1247, 734, 1123, 1000
2052, 654, 457, 2351, 1000
28, 2074, 235, 756, 1000
1684, 858, 1244, 636, 1000
3437, 3056, 2150, 1199, 1000
1088, 2406, 1535, 1034, 1000
417, 771, 1187, 1234, 1000
285, 1387, 961, 1399, 1000
2244, 600, 244, 719, 1000
1729, 582, 885, 840, 1000
545, 995, 1097, 722, 1000
318, 1016, 1198, 672, 1000
3567, 610, 1718, 1362, 1000
4408, 992, 737, 1379, 1000
628, 594, 769, 1782, 1000
218, 371, 505, 469, 1000
4767, 718, 512, 972, 1000
66, 616, 679, 1020, 1000
1570, 624, 702, 918, 1000
3617, 1576, 414, 722, 1000
330, 1257, 965, 1734, 1000
3360, 139, 1910, 789, 1000
2516, 1790, 1541, 610, 1000
344, 991, 587, 1206, 1000
176, 291, 1568, 1181, 1000
94, 645, 698, 1461, 1000
1609, 1171, 1041, 815, 1000
902, 143, 904, 1551, 1000
1011, 499, 1575, 814, 1000
207, 412, 584, 686, 1000
685, 1255, 1351, 1170, 1000
3580, 840, 168, 478, 1000
554, 451, 2021, 402, 1000
265, 399, 2497, 1023, 1000
26, 1958, 160, 1450, 1000
1018, 113, 1264, 1415, 1000
883, 525, 327, 1031, 1000
217, 1053, 367, 1459, 1000
751, 1264, 1516, 612, 1000
876, 967, 306, 1659, 1000
2766, 535, 941, 1644, 1000
378, 972, 1064, 1244, 1000
16, 1185, 2985, 1279, 1000
839, 2109, 672, 1225, 1000
946, 1088, 648, 809, 1000
1996, 463, 699, 2226, 1000
568, 220, 1382, 1180, 1000
534, 1083, 800, 1095, 1000
1793, 1931, 622, 364, 1000
70, 2384, 571, 1160, 1000
1046, 147, 1771, 1128, 1000
1195, 1043, 824, 598, 1000
1006, 249, 2285, 765, 1000
404, 842, 701, 1619, 1000
338, 1074, 1289, 629, 1000
2717, 826, 602, 2407, 1000
1190, 1234, 1091, 751, 1000
543, 619, 2309, 683, 1000
3047, 510, 713, 472, 1000
936, 1048, 1303, 852, 1000
1650, 2003, 1233, 1133, 1000
1091, 878, 1178, 565, 1000
838, 836, 1708, 819, 1000
551, 732, 417, 712, 1000
50, 486, 218, 1056, 1000
366, 402, 159, 1474, 1000
101, 326, 288, 823, 1000
1740, 1059, 732, 289, 1000
102, 1164, 1020, 1017, 1000
1387, 486, 269, 849, 1000
35, 523, 566, 1592, 1000
2329, 226, 424, 304, 1000
1713, 814, 2039, 1024, 1000
293, 355, 537, 651, 1000
346, 1928, 663, 1563, 1000
5652, 298, 664, 1515, 1000
518, 256, 2022, 1163, 1000
191, 2891, 1458, 981, 1000
831, 753, 454, 1001, 1000
599, 966, 1098, 1781, 1000
1846, 675, 591, 459, 1000
152, 2018, 268, 1437, 1000
6231, 697, 952, 1174, 1000
1707, 1490, 792, 1562, 1000
1282, 1421, 1367, 793, 1000
1460, 993, 218, 1556, 1000
877, 305, 378, 1509, 1000
530, 2040, 119, 1383, 1000
2955, 444, 1538, 1412, 1000
2189, 616, 1013, 726, 1000
3439, 1454, 1279, 1365, 1000
1830, 2023, 1147, 1012, 1000
1086, 676, 293, 1000, 1000
142, 468, 855, 843, 1000
2427, 966, 1471, 1180, 1000
1381, 1402, 1716, 862, 1000
813, 1192, 720, 455, 1000
979, 2299, 915, 385, 1000
1919, 233, 1277, 448, 1000
1351, 681, 952, 760, 1000
3480, 926, 3239, 1036, 1000
703, 720, 408, 1582, 1000
3241, 1357, 220, 1279, 1000
103, 474, 613, 1646, 1000
1442, 1673, 639, 577, 1000
1091, 831, 1128, 999, 1000
25, 1176, 191, 393, 1000
633, 40, 635, 859, 1000
3749, 1450, 1307, 1004, 1000
936, 501, 621, 1158, 1000
2234, 233, 565, 987, 1000
1310, 1739, 1495, 1068, 1000
562, 1905, 101, 1837, 1000
1881, 1436, 3543, 470, 1000
191, 914, 1061, 721, 1000
349, 559, 1176, 1861, 1000
384, 1211, 736, 910, 1000
2296, 466, 141, 874, 1000
192, 2944, 2225, 1286, 1000
1077, 832, 607, 820, 1000
271, 208, 825, 1175, 1000
4072, 611, 2520, 1248, 1000
72, 664, 1579, 666, 1000
47, 477, 458, 858, 1000
394, 218, 914, 1281, 1000
701, 639, 1339, 1393, 1000
417, 323, 1060, 1261, 1000
37, 1090, 999, 1129, 1000
2524, 833, 1381, 582, 1000
2940, 4087, 1191, 983, 1000
182, 524, 1712, 1228, 1000
719, 1036, 336, 1755, 1000
2590, 647, 656, 475, 1000
1211, 320, 824, 1429, 1000
1941, 1008, 662, 1708, 1000
1659, 408, 908, 282, 1000
4572, 1013, 1265, 747, 1000
609, 65, 774, 1562, 1000
1459, 669, 943, 1182, 1000
486, 1989, 371, 1140, 1000
465, 1734, 580, 708, 1000
1925, 1241, 267, 1511, 1000
2421, 1651, 574, 1291, 1000
1835, 240, 257, 921, 1000
492, 1692, 1981, 503, 1000
1371, 1465, 362, 385, 1000
478, 1269, 1297, 949, 1000
992, 155, 1284, 643, 1000
2774, 544, 197, 421, 1000
182, 1386, 355, 1092, 1000
20, 806, 234, 1709, 1000
466, 1421, 924, 972, 1000
791, 1107, 1108, 923, 1000
534, 705, 1688, 2017, 1000
1792, 904, 1194, 1281, 1000
697, 640, 1319, 429, 1000
1246, 540, 950, 1119, 1000
2791, 800, 782, 1186, 1000
631, 2267, 414, 616, 1000
32, 525, 842, 701, 1000
2030, 318, 1080, 604, 1000
470, 733, 309, 671, 1000
410, 669, 561, 418, 1000
450, 1824, 1058, 722, 1000
1362, 510, 1384, 634, 1000
256, 398, 460, 1875, 1000
29, 923, 1058, 321, 1000
4248, 265, 2226, 1471, 1000
6, 1920, 489, 1031, 1000
246, 500, 341, 958, 1000
511, 680, 1976, 670, 1000
1847, 653, 2115, 1079, 1000
97, 274, 1621, 1278, 1000
1488, 314, 1611, 1709, 1000
774, 736, 574, 988, 1000
1687, 811, 467, 1543, 1000
1509, 1350, 1322, 793, 1000
2477, 2856, 483, 815, 1000
1485, 2543, 1015, 1437, 1000
1551, 3608, 852, 648, 1000
722, 187, 667, 532, 1000
106, 579, 742, 228, 1000
320, 893, 282, 760, 1000
377, 1787, 2961, 634, 1000
323, 801, 956, 707, 1000
167, 1466, 643, 494, 1000
1494, 960, 485, 1556, 1000
1212, 487, 562, 1538, 1000
1637, 1116, 618, 1345, 1000
1034, 937, 1057, 1658, 1000
2311, 2001, 713, 2266, 1000
838, 369, 1318, 853, 1000
217, 953, 1245, 999, 1000
3346, 259, 1490, 1133, 1000
331, 605, 217, 1910, 1000
632, 1439, 740, 1513, 1000
6847, 272, 1279, 430, 1000
472, 988, 761, 465, 1000
1384, 1932, 874, 1260, 1000
315, 378, 425, 341, 1000
994, 562, 708, 1120, 1000
622, 346, 624, 613, 1000
905, 332, 1989, 1417, 1000
372, 753, 243, 1330, 1000
318, 1041, 1118, 1072, 1000
253, 182, 1180, 1161, 1000
28, 403, 2060, 1088, 1000
1230, 2106, 512, 715, 1000
1289, 903, 569, 1109, 1000
2512, 383, 1107, 834, 1000
502, 898, 1379, 383, 1000
114, 1601, 808, 865, 1000
2698, 1972, 889, 863, 1000
175, 1258, 2546, 1302, 1000
1329, 802, 1637, 937, 1000
878, 847, 982, 834, 1000
2260, 1114, 970, 824, 1000
491, 1336, 1585, 925, 1000
565, 626, 1677, 1813, 1000
4471, 1864, 2565, 691, 1000
122, 1105, 3082, 1098, 1000
34, 711, 505, 802, 1000
1400, 1192, 1251, 754, 1000
193, 1706, 1157, 1177, 1000
1467, 3487, 574, 1171, 1000
857, 283, 1015, 1308, 1000
433, 972, 962, 1326, 1000
1681, 374, 1460, 741, 1000
759, 552, 761, 859, 1000
608, 1473, 265, 407, 1000
3205, 2338, 1019, 1732, 1000
1898, 182, 2757, 587, 1000
755, 2603, 1083, 1323, 1000
478, 425, 1474, 810, 1000
3955, 431, 541, 1529, 1000
3519, 1583, 562, 845, 1000
2661, 518, 666, 1322, 1000
794, 1355, 612, 1090, 1000
986, 3096, 823, 749, 1000
414, 1716, 1576, 781, 1000
1398, 652, 1078, 558, 1000
832, 1784, 2387, 455, 1000
451, 616, 250, 1171, 1000
2223, 313, 546, 764, 1000
2452, 323, 970, 795, 1000
2293, 152, 1617, 983, 1000
1908, 524, 781, 1777, 1000
2418, 472, 936, 1176, 1000
292, 1651, 661, 799, 1000
250, 399, 1884, 844, 1000
95, 456, 2177, 930, 1000
561, 441, 889, 430, 1000
1014, 1140, 1885, 1105, 1000
2695, 501, 438, 1033, 1000
216, 103, 1386, 1183, 1000
1919, 900, 508, 356, 1000
895, 676, 1076, 635, 1000
285, 822, 716, 251, 1000
781, 763, 1562, 501, 1000
1335, 554, 1857, 783, 1000
345, 2174, 1783, 699, 1000
136, 900, 559, 901, 1000
440, 2372, 361, 1148, 1000
441, 468, 1562, 963, 1000
1130, 1728, 958, 620, 1000
1660, 664, 514, 470, 1000
249, 648, 1353, 1763, 1000
377, 1048, 1301, 743, 1000
458, 882, 732, 721, 1000
220, 787, 467, 938, 1000
2192, 556, 803, 911, 1000
2527, 802, 671, 916, 1000
1272, 836, 1380, 356, 1000
949, 317, 1093, 725, 1000
898, 646, 328, 1930, 1000
56, 464, 717, 1321, 1000
103, 1195, 601, 452, 1000
985, 840, 1205, 1147, 1000
951, 698, 443, 1999, 1000
516, 1778, 724, 1567, 1000
1671, 1827, 394, 1004, 1000
544, 402, 543, 1606, 1000
31, 992, 184, 224, 1000
659, 572, 688, 434, 1000
1697, 1875, 1302, 866, 1000
220, 304, 1232, 757, 1000
2324, 385, 1522, 629, 1000
1121, 2344, 777, 1388, 1000
1474, 1558, 313, 1332, 1000
8, 901, 222, 461, 1000
503, 953, 938, 1019, 1000
685, 126, 2200, 657, 1000
1221, 480, 1120, 1899, 1000
358, 1393, 2438, 430, 1000
965, 487, 1181, 1237, 1000
541, 723, 1221, 961, 1000
337, 1895, 300, 458, 1000
1895, 2770, 736, 850, 1000
209, 1378, 111, 1142, 1000
21, 757, 1397, 1600, 1000
489, 1840, 174, 1265, 1000
1743, 573, 1931, 905, 1000
974, 1477, 440, 1644, 1000
63, 838, 382, 491, 1000
569, 209, 369, 1536, 1000
102, 1810, 676, 521, 1000
439, 1021, 1761, 1275, 1000
1412, 390, 1157, 779, 1000
80, 1073, 615, 659, 1000
2361, 176, 1870, 894, 1000
939, 2573, 2052, 680, 1000
561, 1002, 142, 1333, 1000
193, 1662, 970, 717, 1000
712, 1213, 664, 759, 1000
212, 860, 1066, 449, 1000
195, 1388, 1228, 1002, 1000
561, 754, 270, 493, 1000
703, 611, 873, 1098, 1000
8, 364, 413, 408, 1000
309, 1801, 431, 1699, 1000
3453, 1130, 352, 1106, 1000
1492, 1351, 752, 601, 1000
10, 640, 934, 1226, 1000
888, 719, 774, 662, 1000
142, 304, 749, 1773, 1000
544, 1039, 1427, 1234, 1000
3050, 735, 1387, 658, 1000
1581, 867, 973, 227, 1000
1076, 601, 964, 1381, 1000
995, 1179, 1365, 950, 1000
206, 261, 2086, 883, 1000
211, 476, 1065, 586, 1000
891, 1988, 1126, 1414, 1000
1392, 914, 255, 703, 1000
31, 880, 1720, 381, 1000
1000, 952, 1067, 610, 1000
1263, 1486, 1644, 688, 1000
1046, 1380, 1637, 506, 1000
1319, 444, 843, 700, 1000
180, 366, 749, 2817, 1000
1149, 239, 745, 801, 1000
526, 2259, 485, 813, 1000
483, 177, 963, 866, 1000
57, 427, 436, 561, 1000
420, 1339, 926, 616, 1000
4657, 1711, 823, 766, 1000
639, 615, 974, 375, 1000
2910, 3610, 1228, 1404, 1000
16, 396, 107, 889, 1000
502, 559, 860, 962, 1000
1751, 3582, 297, 1046, 1000
260, 1549, 1791, 511, 1000
2611, 780, 865, 1229, 1000
236, 773, 743, 593, 1000
1215, 1665, 987, 789, 1000
463, 383, 794, 1579, 1000
714, 196, 1391, 1705, 1000
2720, 377, 479, 1555, 1000
439, 23, 1053, 1549, 1000
346, 164, 348, 1895, 1000
50, 240, 1361, 1212, 1000
2761, 541, 968, 440, 1000
232, 787, 1291, 1832, 1000
370, 312, 690, 2156, 1000
57, 1076, 651, 769, 1000
8, 1203, 1157, 512, 1000
4378, 2678, 1673, 587, 1000
30, 958, 911, 340, 1000
1322, 883, 993, 812, 1000
2502, 176, 333, 939, 1000
4072, 1916, 595, 1703, 1000
558, 772, 688, 1423, 1000
510, 443, 1171, 474, 1000
1870, 767, 2534, 802, 1000
1225, 244, 887, 1045, 1000
72, 2056, 711, 789, 1000
1580, 713, 1043, 1168, 1000
835, 1154, 828, 1173, 1000
1477, 1488, 1901, 1198, 1000
449, 1349, 1325, 1488, 1000
386, 1888, 1764, 371, 1000
1479, 1020, 1417, 1311, 1000
359, 907, 1125, 690, 1000
619, 521, 1538, 2030, 1000
186, 338, 1109, 1240, 1000
923, 475, 577, 696, 1000
993, 352, 703, 315, 1000
2033, 871, 845, 346, 1000
366, 837, 604, 844, 1000
232, 1168, 1865, 1633, 1000
1325, 642, 673, 494, 1000
270, 814, 406, 933, 1000
28, 736, 983, 886, 1000
560, 326, 1512, 1159, 1000
20, 327, 1295, 1927, 1000
15, 978, 623, 462, 1000
3369, 2561, 1436, 1477, 1000
441, 1026, 746, 850, 1000
2518, 635, 1393, 670, 1000
1870, 1943, 1384, 580, 1000
100, 353, 1693, 756, 1000
281, 933, 490, 1522, 1000
900, 694, 867, 316, 1000
532, 188, 572, 823, 1000
3632, 1581, 926, 1229, 1000
1312, 852, 657, 1176, 1000
2301, 497, 381, 393, 1000
3923, 1087, 1418, 495, 1000
510, 1393, 623, 1229, 1000
599, 56, 343, 394, 1000
233, 2637, 653, 1053, 1000
849, 492, 530, 527, 1000
2656, 370, 738, 866, 1000
745, 1147, 835, 765, 1000
181, 461, 1425, 904, 1000
1557, 362, 622, 2185, 1000
614, 1591, 472, 1419, 1000
2083, 639, 897, 556, 1000
277, 516, 836, 1259, 1000
773, 623, 245, 1639, 1000
1303, 1466, 766, 786, 1000
2209, 283, 791, 1308, 1000
61, 2858, 1091, 1084, 1000
1906, 387, 614, 493, 1000
930, 1774, 687, 1133, 1000
858, 32, 623, 1284, 1000
1367, 246, 1860, 912, 1000
2658, 1817, 2135, 1522, 1000
2121, 496, 1501, 554, 1000
137, 662, 2080, 1319, 1000
759, 1895, 407, 477, 1000
638, 883, 1608, 903, 1000
30, 1214, 295, 1269, 1000
243, 529, 621, 1747, 1000
110, 1121, 413, 1618, 1000
1862, 773, 177, 938, 1000
2515, 579, 1217, 614, 1000
1193, 888, 890, 790, 1000
1045, 597, 32, 1042, 1000
117, 2451, 336, 573, 1000
992, 531, 968, 883, 1000
23, 2245, 946, 906, 1000
874, 509, 981, 1116, 1000
1004, 1538, 690, 1815, 1000
1563, 61, 2031, 1220, 1000
685, 339, 1087, 626, 1000
167, 1755, 398, 880, 1000
2804, 1012, 770, 382, 1000
1556, 960, 996, 443, 1000
540, 312, 349, 680, 1000
2793, 2872, 773, 1659, 1000
60, 572, 2082, 516, 1000
41, 897, 75, 489, 1000
128, 1614, 732, 1369, 1000
547, 516, 1221, 516, 1000
3042, 1196, 471, 1043, 1000
3449, 1011, 638, 294, 1000
2703, 186, 1513, 1113, 1000
144, 1254, 298, 827, 1000
1790, 309, 230, 792, 1000
40, 577, 819, 549, 1000
609, 2285, 1523, 1443, 1000
1148, 1135, 433, 688, 1000
3440, 1097, 1463, 591, 1000
1421, 327, 810, 485, 1000
611, 446, 605, 2195, 1000
1500, 2133, 1162, 868, 1000
715, 1768, 1360, 1174, 1000
176, 426, 2289, 1294, 1000
26, 236, 534, 796, 1000
126, 739, 962, 1036, 1000
2034, 1740, 972, 697, 1000
653, 714, 284, 504, 1000
215, 1631, 854, 664, 1000
61, 1894, 748, 1071, 1000
303, 772, 94, 1063, 1000
180, 1172, 181, 1697, 1000
797, 1121, 1246, 2188, 1000
1503, 754, 519, 793, 1000
254, 968, 406, 1301, 1000
1622, 991, 1194, 1531, 1000
