max_strategy, risky_strategy, uniform_strategy, safe_strategy, min_strategy
48, 1113, 967, 1661, 1000
682, 1005, 448, 759, 1000
67, 1511, 1560, 802, 1000
6219, 358, 1120, 546, 1000
1218, 1280, 1480, 1196, 1000
521, 573, 1053, 781, 1000
662, 298, 536, 517, 1000
1363, 516, 1485, 1129, 1000
2365, 2143, 339, 615, 1000
127, 1405, 555, 1014, 1000
3455, 717, 1226, 506, 1000
590, 1558, 765, 365, 1000
1129, 169, 463, 2025, 1000
2090, 579, 1038, 451, 1000
649, 1830, 1227, 1205, 1000
139, 1909, 391, 975, 1000
629, 404, 232, 593, 1000
34, 3159, 1396, 919, 1000
649, 3361, 863, 233, 1000
637, 367, 1055, 935, 1000
782, 716, 675, 1138, 1000
856, 1519, 410, 1148, 1000
1205, 172, 465, 1346, 1000
159, 649, 1101, 666, 1000
820, 880, 750, 779, 1000
250, 1928, 1374, 1876, 1000
213, 1436, 2315, 746, 1000
372, 123, 1343, 1303, 1000
269, 264, 341, 1063, 1000
583, 373, 1779, 1274, 1000
1915, 683, 1291, 1677, 1000
332, 1067, 704, 1244, 1000
3080, 293, 301, 432, 1000
29, 1063, 1625, 1241, 1000
1735, 1389, 406, 1992, 1000
481, 413, 1268, 484, 1000
2356, 573, 1193, 988, 1000
780, 453, 1146, 995, 1000
217, 2205, 601, 1325, 1000
61, 1912, 932, 617, 1000
1890, 363, 1011, 1078, 1000
708, 510, 1303, 471, 1000
898, 1362, 410, 1193, 1000
1837, 599, 683, 851, 1000
590, 896, 660, 840, 1000
619, 636, 165, 601, 1000
411, 555, 820, 1385, 1000
264, 760, 1703, 665, 1000
1118, 1433, 1797, 499, 1000
31, 1546, 370, 1794, 1000
155, 439, 640, 947, 1000
1661, 257, 797, 1430, 1000
1040, 914, 525, 363, 1000
785, 2469, 528, 1049, 1000
364, 855, 1647, 736, 1000
1074, 490, 774, 699, 1000
435, 712, 1061, 1157, 1000
353, 470, 711, 858, 1000
1560, 1955, 860, 599, 1000
260, 827, 1446, 897, 1000
1232, 525, 1856, 1220, 1000
749, 792, 1580, 606, 1000
1136, 610, 640, 2254, 1000
409, 2415, 790, 522, 1000
14, 975, 329, 1353, 1000
2401, 232, 429, 804, 1000
439, 115, 969, 1104, 1000
48, 408, 784, 474, 1000
439, 112, 1686, 1228, 1000
1979, 1660, 996, 1056, 1000
2415, 363, 2111, 1377, 1000
699, 1233, 225, 1335, 1000
1291, 1737, 487, 828, 1000
1852, 454, 1944, 1758, 1000
1228, 2131, 873, 471, 1000
72, 1320, 823, 779, 1000
366, 334, 2306, 1501, 1000
1900, 420, 1155, 656, 1000
582, 106, 281, 1520, 1000
785, 419, 1045, 1541, 1000
1600, 1823, 1104, 712, 1000
2140, 2285, 429, 2040, 1000
207, 2553, 1137, 810, 1000
1118, 515, 675, 956, 1000
1064, 1032, 525, 579, 1000
2973, 480, 1409, 1178, 1000
263, 364, 1768, 1535, 1000
893, 780, 1211, 689, 1000
178, 1194, 1481, 671, 1000
355, 743, 1258, 1505, 1000
302, 1132, 1616, 1093, 1000
606, 818, 712, 1364, 1000
3307, 657, 1263, 535, 1000
1, 464, 1782, 1266, 1000
1237, 634, 614, 940, 1000
1022, 587, 184, 914, 1000
4320, 1078, 1375, 1173, 1000
764, 499, 1278, 329, 1000
2778, 506, 959, 1067, 1000
42, 1242, 643, 276, 1000
170, 337, 1121, 674, 1000
1801, 2558, 1364, 1236, 1000
1031, 390, 1427, 1618, 1000
171, 680, 638, 1065, 1000
726, 579, 811, 997, 1000
74, 1923, 593, 764, 1000
530, 330, 1677, 944, 1000
409, 1341, 475, 575, 1000
1558, 1585, 1846, 927, 1000
698, 122, 885, 1112, 1000
1, 2402, 615, 516, 1000
156, 324, 814, 1150, 1000
1624, 807, 721, 1086, 1000
927, 196, 432, 2052, 1000
961, 1602, 82, 882, 1000
4055, 2071, 1442, 1022, 1000
363, 1237, 2475, 1244, 1000
543, 149, 869, 965, 1000
1889, 903, 562, 1188, 1000
1296, 1226, 313, 843, 1000
1728, 1258, 418, 483, 1000
5476, 564, 1455, 959, 1000
512, 1608, 405, 907, 1000
651, 442, 376, 924, 1000
1861, 937, 614, 990, 1000
580, 1247, 2032, 1152, 1000
173, 846, 635, 655, 1000
1216, 989, 1241, 531, 1000
2209, 1250, 1906, 1168, 1000
14, 1549, 2283, 1561, 1000
145, 4572, 412, 453, 1000
645, 1451, 141, 789, 1000
49, 1610, 750, 2068, 1000
463, 1618, 1673, 635, 1000
2942, 850, 693, 1222, 1000
844, 293, 472, 1352, 1000
274, 212, 216, 1214, 1000
550, 774, 634, 945, 1000
841, 473, 221, 600, 1000
208, 3354, 195, 453, 1000
1091, 771, 565, 803, 1000
351, 1994, 659, 944, 1000
3364, 724, 1208, 1565, 1000
328, 1184, 1187, 803, 1000
103, 1490, 1536, 1197, 1000
1235, 1539, 654, 1056, 1000
897, 58, 836, 788, 1000
92, 2193, 939, 613, 1000
3564, 285, 667, 787, 1000
1481, 1745, 1127, 1431, 1000
2522, 181, 304, 1449, 1000
270, 855, 712, 1872, 1000
794, 2180, 1560, 1692, 1000
866, 683, 1733, 1069, 1000
240, 76, 401, 133, 1000
137, 257, 439, 906, 1000
2741, 801, 168, 1498, 1000
402, 1227, 1182, 905, 1000
2925, 1706, 406, 1323, 1000
303, 1543, 886, 1130, 1000
1186, 1439, 648, 581, 1000
1497, 2908, 581, 829, 1000
815, 562, 702, 862, 1000
725, 627, 627, 404, 1000
3184, 338, 3105, 940, 1000
1567, 520, 1132, 904, 1000
375, 543, 1755, 465, 1000
624, 838, 600, 1522, 1000
1467, 72, 617, 821, 1000
21, 74, 1577, 1324, 1000
383, 40, 2353, 436, 1000
764, 719, 1120, 486, 1000
201, 2398, 203, 1189, 1000
1466, 701, 2014, 373, 1000
87, 987, 2150, 438, 1000
789, 1013, 1016, 633, 1000
2337, 1015, 1139, 1862, 1000
738, 537, 1522, 1211, 1000
1313, 416, 166, 860, 1000
403, 627, 673, 883, 1000
1130, 727, 321, 1083, 1000
277, 528, 2303, 1117, 1000
2265, 1279, 1468, 967, 1000
5151, 837, 698, 2055, 1000
2796, 490, 701, 446, 1000
1065, 454, 1902, 468, 1000
407, 1707, 1155, 1559, 1000
1135, 894, 1912, 721, 1000
705, 905, 1183, 1830, 1000
2479, 541, 1865, 712, 1000
1232, 750, 583, 1505, 1000
529, 2168, 1761, 166, 1000
1782, 564, 793, 1531, 1000
1259, 543, 1514, 1369, 1000
321, 772, 1465, 2578, 1000
1077, 2058, 532, 1496, 1000
383, 2258, 128, 536, 1000
1282, 1186, 932, 1252, 1000
1039, 649, 471, 2118, 1000
2928, 1430, 269, 850, 1000
331, 619, 1051, 562, 1000
119, 1008, 529, 691, 1000
347, 1315, 1147, 1040, 1000
1167, 2450, 1479, 1376, 1000
1717, 1072, 409, 748, 1000
322, 197, 1536, 1708, 1000
251, 420, 1795, 1409, 1000
689, 1461, 1870, 425, 1000
491, 1763, 1603, 1474, 1000
1614, 1149, 1456, 1242, 1000
1972, 511, 331, 1943, 1000
2420, 686, 348, 906, 1000
971, 424, 1932, 905, 1000
591, 543, 330, 990, 1000
1123, 1070, 374, 820, 1000
1899, 454, 1298, 1004, 1000
53, 801, 298, 508, 1000
507, 1121, 1494, 832, 1000
1321, 1282, 764, 1032, 1000
597, 1093, 429, 1163, 1000
1857, 327, 1050, 1307, 1000
1894, 996, 970, 1382, 1000
169, 1181, 1208, 1263, 1000
163, 1127, 218, 1194, 1000
973, 567, 367, 1573, 1000
1542, 1089, 545, 1322, 1000
1526, 2855, 798, 509, 1000
2208, 396, 496, 889, 1000
607, 1582, 587, 491, 1000
1123, 1127, 2024, 677, 1000
671, 679, 1149, 1113, 1000
366, 281, 968, 746, 1000
1791, 353, 688, 1676, 1000
1475, 1204, 1429, 384, 1000
3007, 2077, 2866, 1019, 1000
2169, 717, 1448, 815, 1000
2685, 1678, 1385, 1884, 1000
10, 1888, 935, 777, 1000
283, 1136, 1527, 604, 1000
1122, 963, 368, 868, 1000
956, 1163, 741, 1546, 1000
566, 227, 1181, 808, 1000
2735, 174, 1468, 1410, 1000
728, 623, 1579, 613, 1000
5154, 498, 1234, 830, 1000
1, 272, 498, 979, 1000
1293, 1628, 885, 838, 1000
746, 885, 762, 1111, 1000
1349, 624, 962, 1900, 1000
39, 1028, 3019, 1458, 1000
124, 2142, 778, 653, 1000
393, 1847, 2007, 565, 1000
416, 164, 725, 831, 1000
1283, 291, 905, 1083, 1000
5910, 66, 1413, 1370, 1000
587, 208, 1338, 1166, 1000
1423, 180, 551, 1020, 1000
171, 724, 821, 1690, 1000
212, 286, 677, 2166, 1000
285, 872, 1676, 1480, 1000
384, 740, 861, 642, 1000
242, 1116, 1657, 1878, 1000
177, 2528, 1033, 394, 1000
720, 917, 639, 1415, 1000
2980, 1208, 464, 1494, 1000
280, 1608, 209, 698, 1000
301, 761, 1739, 381, 1000
4517, 614, 1962, 979, 1000
1122, 1375, 1510, 1940, 1000
131, 1599, 530, 1232, 1000
619, 972, 499, 756, 1000
1694, 1095, 339, 679, 1000
1013, 82, 55, 239, 1000
216, 280, 1459, 2522, 1000
1181, 1207, 2352, 840, 1000
379, 486, 866, 847, 1000
976, 302, 1311, 697, 1000
682, 337, 1320, 1053, 1000
7, 836, 133, 1223, 1000
596, 213, 498, 816, 1000
291, 1482, 1333, 651, 1000
820, 2138, 2548, 1059, 1000
39, 902, 348, 1639, 1000
176, 780, 1662, 809, 1000
275, 2127, 483, 1378, 1000
1657, 846, 780, 995, 1000
1936, 437, 1150, 855, 1000
1169, 1204, 1375, 1302, 1000
1524, 1308, 1160, 1482, 1000
175, 1043, 1931, 1686, 1000
903, 562, 816, 745, 1000
902, 1086, 179, 782, 1000
1319, 2069, 932, 113, 1000
970, 711, 1545, 1999, 1000
72, 1182, 1592, 700, 1000
478, 1110, 2906, 744, 1000
1109, 967, 213, 678, 1000
1554, 49, 110, 1256, 1000
728, 423, 207, 691, 1000
1517, 1825, 953, 697, 1000
1032, 674, 812, 761, 1000
877, 2371, 1135, 2090, 1000
2680, 124, 1365, 646, 1000
137, 89, 2311, 1701, 1000
297, 884, 1615, 1846, 1000
1353, 265, 1453, 2130, 1000
178, 1682, 314, 1424, 1000
34, 226, 457, 446, 1000
88, 646, 579, 411, 1000
298, 1780, 387, 876, 1000
933, 1343, 279, 1288, 1000
797, 513, 177, 487, 1000
335, 1531, 1318, 574, 1000
1469, 814, 599, 503, 1000
86, 1692, 907, 2739, 1000
3822, 1109, 1458, 388, 1000
989, 665, 667, 1085, 1000
1367, 1627, 1910, 601, 1000
2152, 177, 664, 363, 1000
794, 588, 630, 942, 1000
326, 808, 179, 3372, 1000
561, 506, 1870, 1268, 1000
15, 1917, 595, 990, 1000
1775, 835, 942, 983, 1000
220, 726, 980, 669, 1000
367, 1150, 1471, 634, 1000
1193, 1038, 102, 1106, 1000
2846, 404, 1016, 1236, 1000
1068, 2358, 1096, 1071, 1000
348, 176, 772, 658, 1000
286, 1325, 1326, 1076, 1000
1478, 636, 1092, 740, 1000
298, 1509, 2161, 509, 1000
2140, 880, 548, 694, 1000
383, 466, 275, 1111, 1000
1224, 1310, 515, 641, 1000
20, 1439, 94, 2230, 1000
219, 372, 1027, 1273, 1000
326, 894, 898, 1818, 1000
1517, 1362, 2270, 1326, 1000
288, 342, 143, 1688, 1000
2338, 1320, 569, 678, 1000
247, 1496, 387, 354, 1000
467, 823, 405, 1661, 1000
621, 882, 896, 1710, 1000
50, 1090, 414, 2182, 1000
631, 448, 2057, 438, 1000
89, 1228, 849, 1407, 1000
902, 439, 1227, 1557, 1000
126, 2172, 350, 950, 1000
115, 468, 577, 531, 1000
3362, 1994, 637, 1191, 1000
1016, 375, 1251, 541, 1000
419, 667, 169, 1576, 1000
811, 1761, 658, 806, 1000
266, 1912, 969, 1521, 1000
310, 306, 447, 1016, 1000
2624, 1525, 2400, 2397, 1000
2069, 1646, 658, 1088, 1000
1775, 1178, 1062, 915, 1000
1623, 1540, 466, 1685, 1000
527, 973, 911, 1010, 1000
1709, 2808, 694, 1750, 1000
1218, 629, 762, 2368, 1000
828, 667, 972, 1350, 1000
88, 734, 3379, 1506, 1000
1182, 150, 1049, 2010, 1000
135, 2112, 2322, 1762, 1000
714, 460, 1047, 268, 1000
1371, 1311, 1383, 1364, 1000
459, 513, 1201, 1780, 1000
1188, 164, 1342, 1140, 1000
1487, 766, 911, 573, 1000
1127, 46, 467, 914, 1000
603, 321, 1346, 1530, 1000
888, 1262, 1439, 1468, 1000
258, 1308, 547, 493, 1000
115, 117, 1667, 1856, 1000
374, 633, 1237, 1241, 1000
999, 1556, 643, 1001, 1000
64, 1630, 880, 488, 1000
2528, 264, 861, 646, 1000
203, 1047, 1302, 195, 1000
4022, 1154, 765, 406, 1000
2924, 504, 964, 899, 1000
647, 427, 1122, 1037, 1000
799, 3740, 902, 945, 1000
12, 1282, 539, 996, 1000
97, 506, 1376, 358, 1000
187, 670, 857, 846, 1000
859, 739, 543, 960, 1000
1903, 921, 488, 347, 1000
749, 1181, 2300, 758, 1000
409, 1462, 2052, 1279, 1000
793, 1425, 1530, 1259, 1000
1029, 1244, 3488, 1076, 1000
1131, 596, 1388, 1137, 1000
154, 1400, 2045, 1614, 1000
5281, 250, 569, 622, 1000
5253, 560, 424, 1043, 1000
91, 471, 2183, 906, 1000
48, 749, 1715, 845, 1000
953, 62, 604, 1700, 1000
453, 1622, 1033, 1144, 1000
110, 547, 1199, 969, 1000
498, 1106, 477, 503, 1000
375, 1411, 2848, 971, 1000
1232, 1347, 1764, 272, 1000
857, 400, 632, 1106, 1000
1210, 634, 1581, 1050, 1000
1483, 181, 1436, 508, 1000
992, 1914, 339, 467, 1000
3029, 211, 670, 768, 1000
1813, 212, 1106, 673, 1000
138, 557, 1515, 1355, 1000
1846, 1154, 150, 441, 1000
1513, 804, 151, 617, 1000
898, 2071, 399, 421, 1000
695, 741, 1956, 979, 1000
1685, 912, 256, 667, 1000
1181, 134, 548, 1331, 1000
5231, 661, 427, 267, 1000
913, 346, 1702, 2081, 1000
1232, 163, 1385, 553, 1000
539, 1670, 1465, 1334, 1000
468, 408, 441, 1081, 1000
1021, 352, 482, 761, 1000
2075, 696, 659, 1256, 1000
1126, 346, 1074, 2037, 1000
534, 542, 491, 495, 1000
485, 690, 824, 894, 1000
1973, 325, 501, 1125, 1000
1034, 1829, 1461, 494, 1000
1024, 821, 248, 1160, 1000
1054, 679, 740, 489, 1000
189, 1976, 745, 1091, 1000
1652, 256, 1043, 254, 1000
3388, 1769, 1121, 1133, 1000
966, 735, 1120, 487, 1000
1103, 172, 67, 1219, 1000
684, 414, 206, 937, 1000
307, 2226, 347, 1116, 1000
37, 2647, 1665, 924, 1000
911, 388, 1289, 1471, 1000
504, 113, 351, 2224, 1000
1015, 584, 400, 877, 1000
2744, 314, 563, 1428, 1000
1108, 768, 1198, 534, 1000
359, 802, 1326, 592, 1000
608, 2482, 2357, 405, 1000
252, 370, 1533, 637, 1000
1454, 1083, 177, 1514, 1000
1199, 438, 3509, 713, 1000
164, 754, 1685, 446, 1000
5199, 490, 95, 632, 1000
525, 933, 357, 968, 1000
626, 413, 392, 972, 1000
680, 657, 1257, 848, 1000
1118, 335, 90, 213, 1000
160, 540, 1178, 1346, 1000
3618, 2203, 493, 712, 1000
928, 510, 1073, 1332, 1000
205, 688, 643, 813, 1000
4595, 257, 2521, 1332, 1000
3595, 805, 464, 2033, 1000
388, 1506, 1439, 1007, 1000
163, 1600, 905, 1759, 1000
575, 979, 3270, 1324, 1000
215, 2494, 335, 375, 1000
1404, 1018, 210, 979, 1000
376, 653, 604, 545, 1000
39, 382, 344, 880, 1000
52, 2821, 814, 1225, 1000
311, 422, 499, 845, 1000
505, 267, 477, 1533, 1000
4284, 666, 569, 791, 1000
230, 1298, 943, 1283, 1000
373, 2738, 662, 1125, 1000
446, 899, 1876, 1208, 1000
2231, 844, 236, 457, 1000
348, 328, 1043, 1289, 1000
798, 554, 381, 906, 1000
686, 611, 1248, 788, 1000
4122, 408, 423, 1526, 1000
132, 2505, 979, 1066, 1000
602, 974, 1182, 799, 1000
1882, 1509, 1197, 371, 1000
1365, 1446, 579, 1176, 1000
581, 687, 1134, 1067, 1000
583, 583, 636, 379, 1000
479, 413, 423, 1851, 1000
188, 1210, 651, 912, 1000
548, 1268, 1160, 479, 1000
1253, 259, 991, 1252, 1000
144, 112, 757, 1155, 1000
935, 158, 2257, 1077, 1000
2, 4306, 2098, 659, 1000
199, 635, 1344, 775, 1000
1116, 251, 111, 567, 1000
91, 188, 942, 523, 1000
760, 396, 1340, 890, 1000
1320, 699, 580, 368, 1000
392, 653, 616, 650, 1000
615, 1219, 2780, 1026, 1000
661, 829, 971, 588, 1000
2930, 361, 1244, 1409, 1000
639, 314, 166, 742, 1000
1742, 1419, 1749, 1127, 1000
1076, 509, 814, 687, 1000
739, 476, 1529, 537, 1000
203, 818, 1423, 285, 1000
352, 697, 902, 1629, 1000
683, 1347, 1202, 560, 1000
156, 454, 1472, 762, 1000
50, 204, 2486, 423, 1000
617, 1367, 1373, 1263, 1000
690, 1645, 467, 1182, 1000
584, 1153, 791, 789, 1000
2852, 1488, 2453, 354, 1000
838, 1519, 1685, 1363, 1000
672, 1712, 539, 2023, 1000
582, 1201, 2464, 721, 1000
53, 3243, 446, 1487, 1000
480, 752, 685, 327, 1000
785, 822, 618, 1452, 1000
1326, 438, 1157, 769, 1000
974, 414, 692, 729, 1000
1608, 570, 776, 418, 1000
449, 455, 692, 877, 1000
876, 3344, 1482, 807, 1000
915, 2113, 744, 485, 1000
1370, 895, 288, 1018, 1000
1139, 664, 1047, 922, 1000
3172, 325, 69, 976, 1000
968, 1134, 574, 988, 1000
2678, 1246, 466, 2207, 1000
633, 263, 149, 1919, 1000
765, 1026, 987, 1189, 1000
716, 837, 772, 709, 1000
440, 306, 683, 1441, 1000
416, 250, 502, 793, 1000
289, 2472, 614, 1590, 1000
35, 1931, 406, 634, 1000
1517, 2915, 1873, 1060, 1000
33, 2058, 1340, 743, 1000
418, 132, 362, 1042, 1000
1633, 675, 403, 1435, 1000
595, 1774, 1441, 1641, 1000
1383, 1470, 541, 1434, 1000
5387, 585, 808, 1917, 1000
545, 1894, 576, 1110, 1000
1561, 1237, 585, 1904, 1000
614, 1544, 651, 998, 1000
77, 1603, 300, 1336, 1000
1626, 449, 899, 512, 1000
882, 333, 793, 1124, 1000
321, 290, 480, 701, 1000
800, 1168, 1335, 1031, 1000
1201, 486, 552, 445, 1000
799, 1514, 252, 1314, 1000
948, 1018, 759, 1043, 1000
306, 335, 1538, 327, 1000
200, 1139, 609, 1222, 1000
355, 470, 1636, 540, 1000
2047, 265, 880, 2091, 1000
1135, 61, 606, 870, 1000
249, 793, 703, 515, 1000
446, 1237, 1187, 272, 1000
3182, 1112, 1559, 793, 1000
154, 1041, 2736, 1550, 1000
280, 1345, 712, 1092, 1000
2742, 857, 454, 1792, 1000
2308, 894, 836, 1324, 1000
168, 586, 947, 1707, 1000
1015, 833, 220, 936, 1000
381, 1573, 1275, 1078, 1000
1106, 1091, 1257, 1505, 1000
1457, 1151, 860, 1200, 1000
2077, 989, 1064, 378, 1000
569, 1881, 2108, 896, 1000
3318, 543, 602, 807, 1000
2424, 1361, 649, 687, 1000
396, 1448, 873, 2118, 1000
328, 1258, 507, 1006, 1000
1848, 1101, 390, 1115, 1000
383, 1439, 1475, 514, 1000
2827, 1430, 708, 1126, 1000
703, 900, 768, 627, 1000
517, 505, 536, 837, 1000
419, 493, 922, 629, 1000
957, 168, 878, 1514, 1000
283, 340, 270, 1348, 1000
2080, 860, 754, 761, 1000
2249, 866, 1076, 1242, 1000
121, 647, 585, 786, 1000
859, 379, 181, 458, 1000
2156, 704, 2041, 1483, 1000
29, 1498, 238, 1322, 1000
903, 1025, 856, 1032, 1000
1199, 556, 341, 812, 1000
349, 1243, 1981, 1387, 1000
71, 247, 1583, 1619, 1000
2453, 279, 273, 775, 1000
211, 471, 206, 1048, 1000
1246, 1036, 1165, 1907, 1000
720, 727, 1116, 1211, 1000
357, 1436, 298, 531, 1000
457, 751, 443, 1331, 1000
398, 1022, 296, 884, 1000
1137, 3706, 1108, 398, 1000
324, 2915, 1297, 1723, 1000
1371, 679, 828, 1735, 1000
188, 1059, 832, 206, 1000
46, 1262, 284, 1025, 1000
148, 549, 986, 614, 1000
277, 1803, 277, 966, 1000
273, 733, 285, 1962, 1000
731, 2117, 1799, 306, 1000
2695, 958, 1670, 424, 1000
341, 790, 1939, 1538, 1000
247, 1731, 1111, 562, 1000
675, 2667, 2522, 537, 1000
1043, 378, 813, 827, 1000
518, 754, 1812, 1377, 1000
3088, 1791, 1603, 429, 1000
513, 144, 782, 343, 1000
130, 700, 773, 1111, 1000
66, 1261, 733, 1109, 1000
2659, 1254, 1928, 905, 1000
437, 1228, 1554, 845, 1000
490, 187, 470, 1531, 1000
4297, 1135, 1907, 729, 1000
1907, 1517, 1036, 423, 1000
2142, 441, 1131, 1156, 1000
1049, 1224, 640, 382, 1000
1, 1403, 1484, 1088, 1000
58, 779, 1289, 1735, 1000
67, 634, 1196, 1395, 1000
397, 416, 608, 1426, 1000
1608, 2308, 69, 1174, 1000
62, 1362, 1370, 1594, 1000
100, 577, 1425, 945, 1000
462, 2816, 751, 360, 1000
1041, 1293, 907, 959, 1000
916, 1089, 2136, 880, 1000
1971, 631, 503, 1677, 1000
227, 301, 593, 839, 1000
476, 786, 255, 610, 1000
185, 1306, 950, 708, 1000
49, 2996, 879, 2811, 1000
1726, 331, 1363, 1205, 1000
1048, 2189, 625, 701, 1000
499, 218, 1163, 740, 1000
192, 78, 1116, 1496, 1000
224, 379, 1581, 1379, 1000
589, 171, 496, 1004, 1000
1236, 2240, 843, 809, 1000
2072, 907, 1548, 526, 1000
720, 865, 1720, 889, 1000
343, 1111, 503, 1773, 1000
461, 1060, 851, 685, 1000
519, 885, 919, 2435, 1000
1363, 1566, 147, 653, 1000
67, 575, 875, 1411, 1000
986, 836, 508, 1614, 1000
140, 491, 727, 750, 1000
1131, 274, 1324, 837, 1000
2458, 3160, 714, 662, 1000
137, 645, 720, 674, 1000
365, 1267, 945, 613, 1000
2026, 1248, 685, 990, 1000
987, 819, 184, 1205, 1000
110, 1454, 2019, 448, 1000
501, 194, 781, 1466, 1000
1437, 402, 1070, 754, 1000
98, 62, 723, 818, 1000
835, 581, 666, 215, 1000
305, 1417, 155, 799, 1000
429, 2984, 1439, 1712, 1000
280, 960, 432, 447, 1000
327, 2382, 962, 1321, 1000
1535, 534, 375, 553, 1000
1829, 952, 1156, 620, 1000
512, 412, 500, 1097, 1000
495, 286, 544, 921, 1000
578, 448, 489, 857, 1000
630, 827, 639, 373, 1000
38, 819, 408, 491, 1000
304, 368, 1340, 1653, 1000
830, 2935, 605, 1078, 1000
3407, 1060, 866, 2218, 1000
743, 1449, 1686, 1045, 1000
1149, 2199, 1893, 1684, 1000
2021, 786, 780, 1202, 1000
387, 1178, 535, 764, 1000
184, 3207, 2838, 1241, 1000
106, 453, 1130, 738, 1000
642, 1347, 1583, 997, 1000
536, 343, 295, 1461, 1000
748, 661, 1721, 455, 1000
1734, 139, 376, 406, 1000
63, 773, 2166, 1232, 1000
760, 942, 1500, 1960, 1000
1147, 1080, 434, 1445, 1000
152, 1027, 1176, 736, 1000
988, 713, 1275, 657, 1000
357, 506, 1376, 1008, 1000
149, 1012, 982, 967, 1000
233, 241, 826, 1450, 1000
132, 812, 1621, 847, 1000
21, 399, 445, 1060, 1000
298, 1392, 915, 808, 1000
796, 772, 705, 528, 1000
1604, 1976, 864, 1165, 1000
659, 383, 1364, 378, 1000
247, 447, 463, 706, 1000
579, 1661, 1518, 884, 1000
1977, 1211, 1365, 1068, 1000
23, 1014, 316, 1634, 1000
1779, 796, 859, 388, 1000
554, 1670, 576, 615, 1000
2124, 775, 560, 943, 1000
183, 1329, 1337, 964, 1000
445, 1374, 189, 953, 1000
703, 2711, 514, 447, 1000
1424, 1011, 1084, 967, 1000
245, 164, 978, 952, 1000
1159, 145, 1343, 1040, 1000
1286, 440, 525, 1342, 1000
189, 607, 1138, 460, 1000
854, 531, 2205, 1423, 1000
93, 1617, 423, 2146, 1000
1189, 209, 1188, 327, 1000
4023, 1648, 450, 256, 1000
17, 2456, 733, 333, 1000
1231, 736, 502, 1441, 1000
773, 974, 460, 1220, 1000
1619, 1584, 682, 1476, 1000
4035, 524, 867, 784, 1000
70, 1926, 265, 1786, 1000
1740, 102, 582, 1155, 1000
2571, 3998, 882, 291, 1000
1797, 1261, 1462, 1220, 1000
752, 672, 1865, 1351, 1000
479, 522, 1534, 683, 1000
1710, 283, 1574, 716, 1000
492, 1476, 836, 1236, 1000
2455, 15, 1554, 386, 1000
1771, 1153, 637, 1003, 1000
548, 647, 1662, 474, 1000
21, 582, 630, 1093, 1000
29, 2050, 650, 466, 1000
270, 164, 914, 1718, 1000
387, 889, 391, 1377, 1000
1859, 323, 1201, 1065, 1000
1585, 902, 1850, 718, 1000
590, 2097, 575, 109, 1000
461, 502, 1232, 1875, 1000
2199, 272, 1128, 872, 1000
317, 107, 855, 1011, 1000
284, 239, 526, 1371, 1000
1089, 1190, 1367, 1272, 1000
1039, 2959, 2271, 980, 1000
1979, 1334, 1568, 1423, 1000
1035, 336, 572, 1020, 1000
202, 453, 667, 1194, 1000
330, 815, 1130, 1131, 1000
608, 382, 1994, 616, 1000
870, 1024, 1651, 761, 1000
1108, 727, 1215, 1642, 1000
33, 319, 976, 1368, 1000
490, 2485, 1191, 129, 1000
1258, 669, 712, 753, 1000
775, 388, 1961, 226, 1000
2465, 6521, 666, 438, 1000
429, 950, 851, 950, 1000
1696, 282, 380, 455, 1000
93, 741, 1689, 616, 1000
4187, 193, 1040, 1039, 1000
945, 1405, 760, 1164, 1000
1207, 2464, 232, 744, 1000
549, 2565, 704, 681, 1000
76, 353, 278, 838, 1000
2470, 634, 1109, 1248, 1000
219, 1682, 639, 1143, 1000
1293, 631, 496, 978, 1000
997, 1810, 1458, 1607, 1000
39, 1516, 788, 1886, 1000
279, 471, 578, 844, 1000
2167, 961, 1082, 553, 1000
883, 1080, 1662, 1373, 1000
321, 1547, 153, 1173, 1000
1049, 1025, 2087, 680, 1000
607, 425, 870, 894, 1000
1624, 2176, 1177, 1812, 1000
228, 956, 1297, 1301, 1000
521, 910, 640, 1302, 1000
788, 446, 402, 693, 1000
461, 384, 1027, 1378, 1000
625, 561, 224, 655, 1000
1387, 1950, 935, 1252, 1000
1090, 1505, 729, 578, 1000
632, 962, 1715, 780, 1000
69, 846, 353, 1545, 1000
1305, 549, 1970, 1127, 1000
240, 374, 2015, 1228, 1000
600, 2088, 1385, 382, 1000
1013, 1226, 231, 855, 1000
512, 837, 734, 704, 1000
127, 1142, 1292, 1904, 1000
168, 253, 829, 728, 1000
676, 1178, 2210, 1772, 1000
790, 2299, 1600, 776, 1000
710, 1502, 1516, 1484, 1000
1260, 832, 578, 1463, 1000
34, 1247, 1389, 1274, 1000
2209, 452, 1775, 992, 1000
2349, 197, 933, 1513, 1000
978, 1299, 612, 1609, 1000
122, 1351, 642, 839, 1000
268, 152, 1054, 403, 1000
1027, 994, 1367, 1129, 1000
2696, 913, 1301, 1818, 1000
329, 1107, 736, 890, 1000
17, 923, 2228, 551, 1000
2194, 351, 320, 1445, 1000
124, 2106, 535, 1227, 1000
307, 874, 345, 1254, 1000
498, 386, 1102, 1339, 1000
370, 1871, 2839, 416, 1000
249, 846, 377, 911, 1000
221, 1085, 326, 1001, 1000
1979, 815, 1047, 952, 1000
496, 983, 1292, 578, 1000
553, 1406, 949, 872, 1000
2776, 289, 1479, 1391, 1000
